coroner_concerns,coroner_name,reff_id,report_sent_to
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong><br>During the course of the inquest, the evidence revealed matters giving rise to concern. In my opinion, there is a risk that future deaths will occur unless action is taken. In the circumstances, it is my statutory duty to report to you.<br><strong> </strong><br>The <strong>MATTERS OF CONCERN </strong>are as follows.<br>I received evidence, in particular from the investigating officer (OIC), who dealt with the investigation into the allegation against Mr Leger, and from an investigator from the Metropolitan Police’s Directorate of Professional Standards (DPS), who conducted an investigation on behalf of the IOPC into the way in which the criminal investigation was undertaken, in particular the consideration of Mr Leger’s welfare and support offered to<br>him.<br><br><strong> </strong><br>I heard evidence:<br><strong> </strong><br>·       That when a person who has been RUI’d is charged, standard practice (in accordance with current Metropolitan Police policies and procedures) is for that charge to be communicated to them via a PCR with no advance warning.<br><strong> </strong><br>·       That this is the case regardless of the offence, or seriousness of the offence, with which they are being charged.<br><strong> </strong><br>·       That in exceptional circumstances, where an individual is considered to be in a high-risk category, arrangements can be made for the PCR to be delivered in person and/or for a third party to be present to provide support.<br><strong> </strong><br>·       That it is recognised that certain types of allegation, such as a sexual allegation (as was the case here), may carry a higher risk. This, of itself, does not place an individual into a high-risk category for the purposes of delivering the news that they are to be charged (by way of a PCR).<br><strong> </strong><br>·       That whether an individual is, exceptionally, considered to be in a high-risk category (such as to cause a PCR to be delivered in person) is reliant on information about their mental health coming to the attention of the OIC. There is no formal requirement for the OIC proactively to seek this information.<br><strong> </strong><br>·       That there is no formal process for assessing an individual’s mental health and/or risk of suicide or self-harm at the time of delivery of a PCR.<br><strong> </strong><br>It is important to note the following:<br><strong> </strong><br>·       At the point of charge, nothing has been proven against the individual concerned. They face an allegation, and are innocent if and until proven guilty to the criminal standard.<br><strong> </strong><br>·       Many people are RUI’d. As such, PCR is now routinely used to bring most criminal charges.<br><strong> </strong><br>·       Individuals who have been RUI’d can remain with this status for long periods of time (months or years) before a decision is made whether or not to charge them.<br><strong> </strong><br>·       Whilst there are formal procedures to assess an individual’s mental health and risk of self-harm or suicide when they attend a<br>police station for interview, once they have left the police station there are no such formal procedures (as above), notwithstanding the potential for a substantial period to elapse between the time they last attended a police station and the time that they are charged.<br><strong> </strong><br>·       Being charged with any criminal offence, especially one which carries the potential for a custodial sentence, can, self-evidently, have a significant deleterious effect on an individual’s mental health.<br><strong> </strong><br>It appears to me that, in the absence of a formal mechanism to assess, at the time of being charged, an individual’s mental health and risk of suicide or self-harm, there is an obvious risk of individuals in the future taking their own lives as a result of being charged by way of a PCR (potentially following a lengthy period of having been RUI’d and potentially months or years since there was last any consideration by the police of their mental health and risk of suicide or self-harm).<br><strong> </strong><br>In Mr Leger’s case, the relevant policies and procedures were those of the Metropolitan Police. However, these issues clearly arise at a wider (national) level and, as head of the College of Policing, you have overall responsibility for policies/guidance disseminated at a national level.</td>",Coroner name: Adam Smith,Ref: 2023-0314,This report is being sent to: College of Policing and Metropolitan Police
"<td class=""govuk-table__cell""><strong><u>CORONER’S CONCERNS</u></strong><br>During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br><strong> </strong><br><br>The <strong>MATTERS OF CONCERN </strong>are as follows:<br><strong> </strong><br>(1)  The evidence revealed that there was an inconsistent approach taken by staff when conducting and recording observations on prisoners subject to the Prison Service suicide and self-harm prevention procedures (known as ACCT).<br>(2)  The evidence also revealed that some Officers had a different interpretation of the requirements of set out in PSI 64/2011 in respect of the timing of observations.<br>(3)  The evidence also revealed that precise times of such observations were not routinely being recorded accurately.<br>(4)  During the evidence it became apparent that a prison officer worked 23 hours out of 24, he was asked if this was normal and he replied, “yes, to make the regime work.”</td>",Coroner name: Philip Spinney,Ref: 2023-0341,This report is being sent to: Exeter Prison
"<td class=""govuk-table__cell""><strong><u>CORONER’S CONCERNS</u></strong><br>During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br><em> </em><br>The <strong>MATTERS OF CONCERN </strong>are as follows. <br>(1)  It was evident that the lack of consistency in staff dealing with Mr Donoghue’s care was a factor in his ability to engage and be honest with those having oversight of him at a very fragile time in his treatment.<br><br>(2)  Evidence was heard that the HBTT system is a nationwide treatment as an alternative to hospital admission and although peoples’ care in HBTT had improved, a real continuity of staff could only occur with a substantive change which would include additional funding, recruitment of appropriate staff and an ability to retain staff. I was informed that if these issues were addressed it would allow more capacity to manage consistency alongside the other demands of the service.<br><br>(3)  It is worthy of note that this is the 2nd inquest heard within 3 weeks in this jurisdiction whereby inconsistency of care staff has been cited as an issue in a suicide. The other inquest was the death of a 20 year old woman.<br><br>(4) Mental Health is a rising problem and it is my understanding that 115 people die by suicide every week. Acknowledgement of the important work undertaken by HBTT and the need to give the very best support to those who have taken the, often difficult, step of seeking help with their care is a matter that requires imminent attention.</td>",Coroner name: Lorraine Harris,Ref: 2023-0363,This report is being sent to: Department of Health and Social Care
"<td class=""govuk-table__cell""><strong>CIRCUMSTANCES OF DEATH</strong> <br>At 22:38 hours on 19 February 2023, [REDACTED] was found unresponsive the allowing  morning and taken to the Royal Oldham Hospital where he underwent surgery to stem the extensive bleeding. Despite best supportive care, he died at the Royal Oldham Hospital on 21 February 2023. <br><br>The Deceased had been released on bail from Worcester Police Station at 00:33 hours on 19 February 2023 after being detained for 24 hours. In the hours before his arrest, he had been identified by West Marcia Police as a high risk missing person because he had made threats to end his life. On arrival at the police station, the Custody Sergeant took steps to address the Deceased’s risk of suicide by removing his belt, providing him with a rip proof blanket and making a referral to the Liaison and Diversion Service. The referral form included the fact that the Deceased had made threats to end his life. <br><br>The Liaison and Diversion Practitioner (the Practitioner) attended the Deceased’s cell at 10:03 hours on 18 February. A conversation took place through the observation hatch in the cell door which consisted of enquiring whether the Deceased wanted any help with unmet needs or vulnerabilities. During the conversation, the Deceased told the Practitioner that his thought of suicide had been a reaction to the allegations for which he was arrested and that these had now passed. The Court found that this conversation did not equate to a full assessment of the Deceased’s risk of suicide or self-harm. Furthermore, the Practitioner indicated that it was not his role to assess whether the Deceased presented a risk of suicide or self-harm on release from custody. <br><br>The Practitioner made no entry of his contact with the Deceased in the Detention Log. The Court found that there was a lack of clarity in the handover information given to the police as to what, if any, assessment had taken place.</td>",Coroner name: Catherine McKenna,Ref: 2023-0366,This report is being sent to: Midlands Partnership NHS Foundation Trust
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong><br>During the course of the investigation my inquiries revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br> <br>The <strong>MATTERS OF CONCERN </strong>are as follows:<br>(brief summary of matters of concern)<br> <br>The deceased was prescribed [REDACTED] by her GP.<br>Following discharge from hospital on 18th January 2023  LCH also prescribed [REDACTED]. The deceased therefore had two prescriptions of the same medication that she used to end her life.<br>Are there any checks in place to avoid duplicity of prescriptions between hospital and GP ?</td>",Coroner name: Paul Cooper,Ref: 2023-0368,"This report is being sent to: Suicide (from 2015) | Alcohol, drugs medication related death | Hospital Death (Clinical Procedures and medical management) related deaths"
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong>   <br>During the course of the inquest the evidence revealed matters giving rise to concern.     <br><br>The <strong>MATTERS OF CONCERN </strong>are as follows:<br> <br>1.       There continues to be a chronic lack of resources to treat seriously mentally ill patients in Birmingham and Solihull. In the summer of 2022 Birmingham and Solihull Mental Health Trust (‘BSMHFT’) wanted to admit the deceased to an inpatient psychiatric unit, however, no bed was available, and he remained in the community. Shortly before his death, the deceased had been detained by the police under section 136 of the mental health act. There was no available ‘place of safety’ and he had to be taken to an emergency department. The police, BSMHFT, and hospital Drs agreed the deceased needed to be assessed under the mental health act, however Birmingham City Council could not provide an approved mental health practitioner (‘AMPH’) to attend in a 24-hour period. When the section 136 lapsed the deceased was discharged home after a review by a mental health nurse. At the time of his death the deceased was on BSMHFT’s waiting list for a care- coordinator. The lack of care-coordinators, mental health inpatient beds, ‘place of safety’, and AMHPs, presents a risk seriously mentally ill people are not receiving necessary treatment. The evidence is that these issues are a consequence of a chronic lack of resources at a local and national level. The Birmingham and Solihull coroners have been repeating identical concerns in Prevention of Future Death Reports for many years.<br><br>2.       BSMHFT utilizes self-contained specialist teams. The deceased was treated by (a) crisis team/home treatment team, (b) community mental health team, and (b) psychiatric liaison team. The evidence demonstrated communication between the specialist teams was not effective and this caused delays. For example, the psychiatric liaison team nurse that reviewed the deceased updated the community mental health team. However, the GP could not prescribe the deceased’s medication in October 2022 because it had not been approved by the community mental health team consultant via an ESCA and the deceased went without his medication. The deceased’s GP had to contact the community mental health team directly notwithstanding the psychiatric liaison nurse’s involvement. The deceased cited this delay as making his mental health worse shortly before his death. My concern is communication between the specialist teams is not effective enough. BSMHFT’s RCA action plan is to seek assurance from the CCG/ICB that communication between the specialist teams is being strengthened. My concern is that this does not go far enough and there should be consideration of a formal process or policy.<br><br>3.       Carbamazepine management was proposed in 2012 to manage the deceased’s mental health however this was not picked up by his GP and was only noted by a BSMHFT consultant in August 2022. Therefore, the deceased went 10 years without this medication. BSMHFT could not explain at the inquest why this omission had not been identified sooner. BSMHFT’s RCA action plan does not have any action to avoid a repeat occurrence. My concern is this issue indicates a problem with process and systems and further consideration is required to avoid a repeat occurrence.<br><br>4.       The deceased’s GP raised concerns that different health organisations use different digital systems that do not communicate with each other. Further, GPs often do not get important patient updates from primary care organisations for many days or weeks. (See examples above: the GP did not pick up the carbamazepine prescription, and could not prescribe the medication in October 2022). My concern is communication between different health organisations is not as effective as it could be and important information is being missed, and consequently a material delay in treatment is occurring.<br><br>5.       The deceased’s GP raised concerns that current resources do not allow GPs to pro- actively check patients are collecting prescribed medication due to excessive patient lists. My concern is that this is a consequence of lack of resources at a national level.<br> <br>In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.</td>",Coroner name: James Bennett,Ref: 2023-0244,"This report is being sent to: Department of Health and Social Care, NHS England, NHS Digital, Birmingham and Solihull Integrated Care Board, Birmingham and Solihull Mental Health NHS Trust and Birmingham City Council"
"<td class=""govuk-table__cell""><strong>Matters of Concern</strong><br><strong> </strong><br>1. The generic, tick-box style of history recording by CATT which does not paint a full and proper picture of the mental health of the patient, especially compared to the assessments of psychiatric liaison, are such that risk may be unrecorded and under appreciated by CATT and patients thus be put at risk.<br><strong> </strong><br>2. That the role of CATT to look for alternatives to admission may risk CATT discharging patients who would benefit from admission and risk the repeat of making treatment plans that had recently failed such as in this case. Rather than looking for admission alternatives being a core function, should CATT rather better be focussed on the best treatment plan for the individual patient and thus admission being viewed as a clear option where appropriate rather a last resort, as it often appears to be presented in such cases before the coroner?<br><strong> </strong><br>3. That the provision of care-coordinators be increased and improved so that patients who require them have ready access at the time of need and are not placed on a waiting list.<br><strong> </strong><br>4. That patients to be discharged by CATT, as well as patients to be admitted are discussed with the on-call psychiatrist so that plans may be reviewed, and thus the risk of not admitting patients who would benefit from and/ or require admission such as Mr Khala, are less likely to be discharged inappropriately.<br><strong> </strong><br>5. That where psychiatric teams differ in their assessments such as CATT and psychiatric liaison, as occurred here, patients are not discharged until opinion is sort from the on-call consultant and re-discussion taken place between those with differing views.<br><strong> </strong><br>6. That expertise covering neurodevelopmental disorders such as ASD and ADHD is available as part of MINT.</td>",Coroner name: Fiona Wilcox,Ref: 2023-0231,This report is being sent to: West London NHS Trust
"<td class=""govuk-table__cell""><strong><u>CORONER’S CONCERNS</u></strong><br><em> </em><br>During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br><em> </em><br>The <strong>MATTERS OF CONCERN </strong>are as follows. <br>(1)  There was evidence from prison staff from which it was concluded by the jury that the safety of deceased was compromised as a result in staff shortages<br>(2)The current complement of Band 2 Operational Support Group staff is 71% this is predicted to further reduce to 54%, the current complement of Band 3 Prison Officers is 68% this is predicted to further reduce to 46%.</td>",Coroner name: Patricia Harding,Ref: 2023-0227,This report is being sent to: HM Prison and Probation Services
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong> <br>During the course of the investigation my inquiries revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is  my statutory duty to report to you.<br> <br>The <strong>MATTERS OF CONCERN </strong>are as follows:<br>(brief summary of matters of concern)<br> <br><strong><u>Preamble</u></strong> <br>During the course of the inquest, evidence was heard about Mr. Ashton’s gambling activities, both prior to and, in greater detail, after July 2019. The evidence showed that Mr. Ashton had, at times, used a number of ways to protect himself from the potential of excessive losses from, and excessive deposits into, his online account, in order to gamble. Those methods included self-exclusion, temporary or permanent, from certain products and/or activities and placing limits on the value of his deposits and/or losses, during a specific, pre-determined period of time.<br> <br>During the ‘relevant period’ examined closely during the investigation and inquest, between July 2019 and the date of Mr. Ashton’s death on 22 April 2021, although Mr. Ashton utilised a number of what are known as ‘player protection tools’, as outlined above, the operator he was gambling with during the relevant period, Betfair, did not take any measures, save for sending a number of e-mails to Mr. Ashton, to tell him about the existence of a number of protection tools that players could potentially access. During the relevant period, the evidence showed that Mr. Ashton was a problem gambler and, in the last 10-12 weeks of his life, his problem gambling became more acute, intrusive and, on balance, distressing to him.<br> <br><strong><u>Concerns</u></strong><br>1)    I remain concerned that the player protection tools, as mentioned above, were and are inadequate to protect a person such as Mr. Ashton, who was a problem gambler with a worsening problem, specifically that such tools do not amount to any or any meaningful interaction with the gambler, or any intervention into the practices of the gambler.<br> <br>2)     I remain concerned that the algorithm devised and operated by Betfair, to assist its staff in, amongst other things, observing and monitoring the gambling patterns and practices of its customers, failed to flag up Mr. Ashton as a problem gambler, despite the increases in his time online (gambling) the value of his deposits and the size of his losses, in part because his gambling practices, even in the last 10-12 weeks of his life, were deemed not to be exceptional, when averaged among gambling customers, generally.<br> <br>3)     I remain concerned that, as was apparent through the evidence of a senior employee witness during the course of the inquest, the operator Betfair appears to judge the extent of its responsibilities to gambling customers solely with regard to industry (regulatory) standards, rather than current good or best practice in order to prevent further harming problem gamblers, or those who, as a result of their changing practices and patterns are likely to become problem gamblers.</td>",Coroner name: Ivan Cartwright,Ref: 2023-0238,"This report is being sent to: Betfair, Gambling Commission and Department for Culture, Media and Sport"
"<td class=""govuk-table__cell""><strong><u>CORONER’S CONCERNS</u></strong>   <br>During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.   <br><br>The <strong>MATTERS OF CONCERN </strong>are as follows.      <br>(1) Following his arrest, and before he was interviewed about the alleged offence of murder, Mr. Harris was assessed by a consultant forensic psychiatrist, [REDACTED] . Although [REDACTED] concluded that Mr. Harris was fit to be detained and fit to be interviewed, he did note possible symptoms of Post Traumatic Stress Disorder, likely due to some trauma in Mr. Harris’ background, possible symptoms of a personality disorder, and “potentially a psychotic process, with potential underlying delusional beliefs”;  <br> <br>(2)    During his police interview on 14.5.22, when describing his movements before the alleged murder had taken place, Mr. Harris told officers he had [REDACTED], intending to jump off in order to take his own life, but had decided against it because “I thought no, I’ve got to reveal all this first”;<br> <br>(3)    Despite the fact that these comments revealed very recent suicidal ideation on Mr. Harris’ part, no mention of them appears to have been made in any of the following documents:<br> <br>(a)    The Person Escort Record ( PER ) and Suicide and Self-Harm ( SASH ) Warning forms which accompanied Mr. Harris from police custody at Haverfordwest Police Station to Haverfordwest Magistrates’ Court on 16.5.22;<br>(b)    The PER and SASH Warning forms which accompanied Mr. Harris from Haverfordwest Magistrates’ Court to HMP Swansea later that same day.<br> <br>(4)    Although I was quite satisfied that the omission of these comments from the above documents made no difference to the sad outcome in this case, I am concerned that the failure by Dyfed-Powys Police officers to realise that such comments ought to be included on a PER and SASH Warning form, if repeated in future, may lead to a person in custody’s risk of suicide and/or self-harm, being either underestimated, or ignored completely.</td>",Coroner name: David Reid,Ref: 2023-0299,This report is being sent to: Dyfed-Powys Police
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong><br>During the inquest the evidence revealed matters giving rise to concern. Although not identified as causative of the death in this case, in my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br><strong> </strong><br>The <strong>MATTERS OF CONCERN </strong>are as follows. –<br>1.     Evidence confirmed a conspicuous <em>lack of clarity </em>as <em>to when, where and by (or between) whom any formal handover of responsibility </em>as <em>Care Coordinator (CC) for Jo took place </em>as <em>between </em>a <em>number of </em>CCs <em>allocated to Jo over </em>a <em>period of many months </em>from the lead up to and following her discharge as an in-patient back to the community team on December 18th 2020 and through to early May 2021.<br><strong> </strong><br><em>2.     </em>Consequently , the evidence confirmed, despite her clear vulnerabilities, Jo did not have an allocated Care Coordinator for several weeks up to the beginning of May 2021. The evidence also confirmed that the lack of clarity as to the timing and conduct of CC handovers and the absence of an allocated CC to work with Jo (and by extension, her family) was informed by <em>lack of </em>a <em>formal policy or procedure requiring that </em>a <em>full, detailed, formal record of handover between Care Coordinators is to be placed on EPUT electronic records.</em><br><strong> </strong><br>3.    Evidence confirmed a conspicuous <em>lack of clarity </em>as <em>to who, amongst EPUT clinicians/staff, has the responsibilitv for oversight of patient carefollowing discharge, including responsibility for ensuring adequate and appropriate safety-netting is in place in the event of relapse, where a Care Coordinator is no longer in place/has not been replaced.</em><br><strong> </strong><br><strong><em>Please note that this 3rd concern was previously raised by </em>me <em>with</em></strong><br>–               <strong><em>CEO of EPUT (and in very similar terms) in a PFDR dated 25.02.2022 following the death of Stephanie Moyce.</em></strong><br><strong> </strong><br>4. The community Risk Assessment, Care Plan and Security Plan for Jo were not updated by a Care Coordinator between December 2020 and Jo’s death.</td>",Coroner name: Sean Horstead,Ref: 2023-0275,This report is being sent to: Essex Partnership NHS Trust
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong><br>During the course of the investigation my inquiries revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br><br>The <strong>MATTERS OF CONCERN </strong>are as follows:<br><br><strong><u>Pre-amble</u></strong><br>The inquest heard evidence that Miss Zarins had suffered with depression since 2008. She managed this by taking anti-depressant medication intermittently, she stopped taking her anti-depressants in June/July 2021.<br><br>Miss Zarins came under the care of Leicestershire Partnership NHS Trust (“LPT”) on 22 November 2021, after taking an intentional overdose the day before. Miss Zarins was initially under the care of LPT’s Mental Health Liaison team but was transferred to the care of LPT’s CRISIS Team when she returned to her home address on 22 November 2021. Miss Zarins expressed a desire to work with the CRISIS team and to recommence anti-depressants as soon as possible in order to improve her mental health.<br><br>On 23 November 2021 Miss Zarins was discussed at a Multi-Disciplinary Team (“MDT”) meeting at LPT. The discussions at that meeting were fundamentally flawed, as was the plan for Miss Zarins’ care moving forward that was formed at that meeting and then implemented. The meeting proceeded on the basis that Miss Zarins was on, and had been on, anti-depressant medication at the time of taking the overdose, this was incorrect.<br><br>The second and final MDT meeting where Miss Zarins was discussed (on 24 November 2021) also proceeded on this same mistaken basis.<br><br>Despite Miss Zarins verbalising both her desire to get more sleep and her desire to go back onto anti-depressants as soon as possible, neither sleeping tablets nor anti-depressants were prescribed to her by LPT before she died. LPT continued to advise Miss Zarins that she would have to wait until 30 November 2021 to have a medical review.<br><br>A member of LPT staff who was present at both MDT meetings informed the inquest that he did not have time to read the notes of the patients that were to be discussed at the MDT meetings. The staff member had not read Miss Zarins’ core assessment documentation (which correctly stated she was not on any anti-depressants) before either MDT meeting.<br><br>Evidence heard at inquest was that Miss Zarins should have been put back onto anti- depressants and prescribed sleeping tablets on 23 November 2021.<br><br>LPT undertook a Serious Incident Investigation into the care provided to Miss Zarins before her death. The investigation was wholly inadequate. Issues include, but are not limited to:<br>1.  There was no medical input into the investigation;<br>2. The investigation failed to explore appropriately the functionality of the MDT meetings;<br>3. The investigation failed to identify the error in understanding of the Miss Zarins’ medication position;<br>4. Due to the fact that the investigation failed to identify the error relating to the understanding of the medication position, the investigation also failed to identify the fact that the treatment plan that was implemented was flawed. The investigation failed to identify the fact that Miss Zarins should have been recommenced on anti- depressants and prescribed sleeping tablets before her death.<br> <br>Notwithstanding the inadequacy of the Serious Incident report the document accepts that, whilst the anti-depressants would not have had an immediate impact on Miss Zarins’ mood, the thought of having to wait a week for this medication may have added to her sense of hopelessness. This was echoed by witnesses at the inquest. I also accept, on the balance of probabilities, and when considered alongside Miss Zarins’ clear desire to recommence her anti-depressants in order to get better, that the fact she was told she had to wait a week for  a medical review would have added to her sense of hopelessness.<br> <br><strong><u>Concerns</u></strong><br>1)          I am concerned about the CRISIS team MDT meetings and their functionality. It is difficult to understand how a meeting attended by around 7 people agreed a treatment plan which was based upon incorrect information relating to the patient’s medication status. This is particularly difficult to understand when the correct medication status is clearly documented in the patient’s core assessment paperwork (which was completed by the Liaison Team on 22 November 2021 and sent to the CRISIS Team).<br> <br>An LPT staff member was candid about the fact that he did not have enough time to review patients’ records before the MDT meetings, this is a grave concern.<br> <br>2)          I remain concerned about both the standard of documentation and lack of documentation relating to the discussion of Miss Zarins at the two MDT meetings. The Trust were only able to provide me with documentation relating to one of the two MDT meetings. That documentation is incorrectly completed and lacks detail. In particular, there is no detail about medication despite there being a specific box within which to document this.<br> <br>This problem of poor and/or missing documentation is not a risk that is limited to the CRISIS Team, it is one that could have ramifications not only across the Trust but across all of the bodies who come together to provide care for patients.<br> <br>3)          I remain gravely concerned about the inadequacies in the Serious Incident Investigation and Reporting processes at Leicestershire Partnership NHS Trust.<br> <br>The Serious Incident Investigation failed to identify the errors in the care provided to Miss Zarins making the use of the process somewhat otiose in this case. The failure to properly investigate led to the wholly untenable situation where errors in care were uncovered for the first time at inquest, which took place some 20 months after the date of death (due to witness availability).<br> <br>I am concerned that the lack of robust critical analysis and investigation of the care provided to Miss Zarins before her death has caused a delay to, and led to missed opportunities (for some staff) to learn lessons that are vital to patient safety.<br> <br>My concerns relating to the inadequacy of the Trust Serious Incident Investigations and the risks related to that go far beyond just the care provided by the CRISIS Team. The risks have the ability to prevent learning, therefore negatively impact upon patient safety, across the entire Trust.</td>",Coroner name: Isobel Thistlethwaite,Ref: 2023-0290,This report is being sent to: Leicestershire Partnership NHS Trust
"<td class=""govuk-table__cell""><strong>CORONER’S CONCERNS</strong>   <br>During the course of the investigation my inquiries revealed matters giving rise to concern. In my opinion there is a risk that future deaths could occur unless action is taken. In the circumstances it is my statutory duty to report to you.   <br><br>The <strong>MATTERS OF CONCERN </strong>are as follows: <br>(brief summary of matters of concern)   <br><br>A detailed review of the evidence in this case, which included evidence from two Schools ([REDACTED]), as well as from Bradford Children’s Social Services, the TRACKS Education team (at Bradford Council), the SCIL Team and the Council’s SEND Team, revealed that no one person or department at Bradford Council had an overview of Council’s involvement in relation to Leah (prior to her death).<br> <br>Of greater concern was that that remained so after each of the Council departments involved were notified that Leah had passed away.<br> <br>Every organisation which had contact with the Coroner’s service in relation to Leah’s death, with the exception of Bradford Council, was able to provide the Court with an overview/analysis of their involvement with Leah prior to her death and (where appropriate) the lessons they had learnt as a result their involvement with Leah.<br> <br>The Police and the local Mental Health Trust were examples of two public bodies who had and were able to provide an overview/analysis to the Court in terms of their involvement with Leah and confirm whether there were any lessons to be learned by them.<br> <br>The evidence provided by witnesses from the various Bradford Council teams which were involved with Leah, showed a clear disconnect in the involvement of the various Council departments. That was not caused by those individuals who had provided written statements to the Court or the two who attended to provide oral evidence.<br> <br>Whilst the Inquest hearing did not identify actions/omissions on the part of individuals/teams within the Council which more than minimally, negligibly or trivially contributed to Leah’s death, the concern is that Bradford Council appeared not to have a system/process in place which allowed anyone (whether an individual / a team) within the Council to have an overview of deaths where there had been previous Council involvement with the deceased (in this case a child).<br> <br>In the apparent absence of such oversight Bradford Council would not be able to learn lessons from such cases (or even know if there were lessons to be learned). The absence of such a single point of oversight as was apparent in Leah’s case, contributes to the risk that future deaths could occur unless action is taken.</td>",Coroner name: R Mahmood,Ref: 2023-0283,This report is being sent to: City of Bradford Metropolitan District Council
"<td class=""govuk-table__cell""><strong><u>CORONER’S CONCERNS</u></strong><br><strong> </strong>During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br> <br>The <strong>MATTERS OF CONCERN </strong>are as follows. <br> <br>In the course of the inquest I heard that British Transport Police had recommended to Network<br>Rail that they consider installing “anti trespass treads and gates to the north end of Platforms on Askam station if operationally possible”.<br> <br>By a letter to the Court dated 5th June 2023 Network Rail indicated that they had decided not to take this step. They explained that Askam station is rural, that limited resources dictate which works are prioritised and that there is no history of trespass.<br> <br>In the course of the inquest the court heard that the line in this location is more accessible that might usually be expected, including by stiles in nearby fences associated with a nearby golf club.<br> <br>In the circumstances I am concerned that the line may be readily accessible to individuals who wish to harm themselves.</td>",Coroner name: Robert Cohen,Ref: 2023-0292,This report is being sent to: National Rail Infrastructure Limited
"<td class=""govuk-table__cell""><strong><u>CORONER’S CONCERN</u> </strong><br>During the course of the inquest the evidence revealed matters giving rise to concern. In my opinion there is a risk that future deaths will occur unless action is taken. In the circumstances it is my statutory duty to report to you.<br> <br>The <strong>MATTERS OF CONCERN </strong>are as follows. <br>Mrs Smith was recognised to be a hoarder and her council property was dangerously full of items blocking all access, impeding stair access and impacting on her ability to access the kitchen or bathroom. The gas supply had been cut off as she did not allow access for the annual inspection.<br> <br>Mrs Smith recognised she had a problem and asked the council for assistance. The offered solution only moved some of her belongings into a local “void” property that she did not have access to with no plan for how to resolve this temporary situation, creating considerable anxiety and stress for Mrs Smith who then took her own life by overdosing with her prescribed medication<br> <br>(1)    The inquest identified that there was insufficient staff training to deal with complex hoarder cases.<br> <br>(2)    Other safety assessments such as a fire assessment and/or environmental health assessment were not requested despite their being a clear need.<br> <br>(3)    The council “flow chart” was clearly not fit for purpose to assist staff in progressing hoarder support and assistance and was focussed on enforcement procedures rather than tenant support. The inquest was advised that the council’s approach was not enforcement, but their documentation did not support this.<br> <br>(4)  It was entirely unclear what options were available (if any) when the first plan of assistance completely failed, leaving the vulnerable tenant excluded from her property with no forward plan.</td>",Coroner name: Lydia Brown,Ref: 2023-0304,This report is being sent to: Hillingdon Council 
